Latitude,Longitude,Date,Town,Oblast,Country,Incident_type,Incident_sub_type,Source_1
47.910483,33.391783,2022-07-25,Kryvyi Rih,Dnipropetrovsk Oblast,UA,security,arrest_score,https://kyivindependent.com/national/industrial-kryvyi-rih-strives-for-survival-restoring-production-amid-war
50.4501,30.5234,2022-07-26,Kyiv,Kyiv City,UA,missile,,https://kyivindependent.com/national/little-heroes-children-raise-money-to-support-ukraines-fight
48.1031637,38.5920837,2022-07-29,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/dozens-of-ukrainian-prisoners-of-war-killed-in-russian-captivity
48.1031637,38.5920837,2022-08-02,NA,Donbas,UA,targeted,abduction_score,https://kyivindependent.com/national/exclusive-escaping-forced-conscription-in-russian-occupied-donetsk
48.1031637,38.5920837,2022-08-03,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/the-battle-to-end-the-war-ukraine-has-a-chance-to-win-initiative-from-russia
48.1031637,38.5920837,2022-08-08,NA,Donbas,UA,land,direct_fire_score,https://kyivindependent.com/national/russia-masses-forces-in-south-ahead-of-counterattack
47.5015067,34.6341859,2022-08-10,Enerhodar,Zaporizhia Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/occupied-ukrainian-plant-becomes-epicenter-of-russias-nuclear-blackmail
46.975033,31.994583,2022-08-13,Mykolaiv,Mykolaiv Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/mykolaiv-mayor-wartime-duty-taking-care-of-the-living-counting-the-dead
48.1031637,38.5920837,2022-08-12,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/why-ukraine-struggles-to-combat-russias-artillery-superiority
48.1031637,38.5920837,2022-08-14,NA,Donbas,UA,targeted,abduction_score,https://kyivindependent.com/national/people-flee-donbas-under-fire-in-mandatory-evacuation-drive
